"disease","chiefdom","PHU","pop","epiweek","fyo","cas","dth"
"Malaria Positive","Kunike Barina","CHC Makali","9999","2015-49","o","8",""
"Malaria Positive","Kunike Barina","CHC Makali","9999","2015-49","u","29",""
"Malaria Positive","Kunike Barina","MCHP Wonkibor","9999","2015-49","o","10",""
"Malaria Positive","Kunike Barina","MCHP Wonkibor","9999","2015-49","u","20",""
"Malaria Positive","Kunike ","CHC Masingbi","9999","2015-49","o","2",""
"Malaria Positive","Kunike ","CHC Masingbi","9999","2015-49","u","28",""
"Malaria Positive","Kunike ","MCHP Mafulka","9999","2015-49","o","8",""
"Malaria Positive","Kunike ","MCHP Mafulka","9999","2015-49","u","28",""
"Malaria Positive","Kunike ","MCHP Masiaka","9999","2015-49","o","1",""
"Malaria Positive","Kunike ","MCHP Masiaka","9999","2015-49","u","4",""
"Malaria Positive","Kunike ","MCHP Matholley ","9999","2015-49","o","",""
"Malaria Positive","Kunike ","MCHP Matholley ","9999","2015-49","u","25",""
"Malaria Positive","Kunike ","MCHP Maconteh Thama","9999","2015-49","o","6",""
"Malaria Positive","Kunike ","MCHP Maconteh Thama","9999","2015-49","u","10",""
"Malaria Positive","Gbonkolenken","Lion Heart Hospital","9999","2015-49","o","2",""
"Malaria Positive","Gbonkolenken","Lion Heart Hospital","9999","2015-49","u","80",""
"Malaria Positive","Gbonkolenken","CHC Yele","9999","2015-49","o","5",""
"Malaria Positive","Gbonkolenken","CHC Yele","9999","2015-49","u","17",""
"Malaria Positive","Gbonkolenken","CHP Makonkorie","9999","2015-49","o","6",""
"Malaria Positive","Gbonkolenken","CHP Makonkorie","9999","2015-49","u","15",""
"Malaria Positive","Gbonkolenken","MCHP Maraka","9999","2015-49","o","20",""
"Malaria Positive","Gbonkolenken","MCHP Maraka","9999","2015-49","u","30",""
"Malaria Positive","Gbonkolenken","MCHP Mabarr Polie","9999","2015-49","o","21",""
"Malaria Positive","Gbonkolenken","MCHP Mabarr Polie","9999","2015-49","u","30",""
"Malaria Positive","Gbonkolenken","MCHP Mafay","9999","2015-49","o","18",""
"Malaria Positive","Gbonkolenken","MCHP Mafay","9999","2015-49","u","11",""
"Malaria Positive","Gbonkolenken","MCHP Warrima","9999","2015-49","o","13",""
"Malaria Positive","Gbonkolenken","MCHP Warrima","9999","2015-49","u","26",""
"Malaria Positive","Gbonkolenken","CHC Manowo","9999","2015-49","o","10",""
"Malaria Positive","Gbonkolenken","CHC Manowo","9999","2015-49","u","19",""
"Malaria Positive","Kholifa Mabang","MCHP Kumrabai Station","9999","2015-49","o","3",""
"Malaria Positive","Kholifa Mabang","MCHP Kumrabai Station","9999","2015-49","u","7",""
"Malaria Positive","Malal Mara","MCHP Manewa","9999","2015-49","o","",""
"Malaria Positive","Malal Mara","MCHP Manewa","9999","2015-49","u","7",""
"Malaria Positive","Malal Mara","MCHP Rochen malal","9999","2015-49","o","3",""
"Malaria Positive","Malal Mara","MCHP Rochen malal","9999","2015-49","u","9",""
"Malaria Positive","Malal Mara","MCHP Kiampkakolo","9999","2015-49","o","5",""
"Malaria Positive","Malal Mara","MCHP Kiampkakolo","9999","2015-49","u","8",""
"Malaria Positive","Yoni","CHP Rochen kamandao","9999","2015-49","o","",""
"Malaria Positive","Yoni","CHP Rochen kamandao","9999","2015-49","u","15",""
"Malaria Positive","Yoni","CHC  Mathoir","9999","2015-49","o","1",""
"Malaria Positive","Yoni","CHC  Mathoir","9999","2015-49","u","26",""
"Malaria Positive","Yoni","CHP Masengbeh","9999","2015-49","o","6",""
"Malaria Positive","Yoni","CHP Masengbeh","9999","2015-49","u","37",""
"Malaria Positive","Yoni","MCHP Matawa","9999","2015-49","o","6",""
"Malaria Positive","Yoni","MCHP Matawa","9999","2015-49","u","10",""
"Other disease","Kholifa Rowalla","Magburaka Govt. Hosp","9999","2015-49","o","33",""
"Other disease","Kholifa Rowalla","Magburaka Govt. Hosp","9999","2015-49","u","",""
"Other disease","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-49","o","",""
"Other disease","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-49","u","33",""
"Other disease","Kholifa Rowalla","MCHP Mayossoh","9999","2015-49","o","5",""
"Other disease","Kholifa Rowalla","MCHP Mayossoh","9999","2015-49","u","2",""
"Other disease","Kholifa Rowalla","MCHP Malone","9999","2015-49","o","",""
"Other disease","Kholifa Rowalla","MCHP Malone","9999","2015-49","u","4",""
"Other disease","Kholifa Rowalla","MCHP Magbass","9999","2015-49","o","",""
"Other disease","Kholifa Rowalla","MCHP Magbass","9999","2015-49","u","7",""
"Other disease","Kafe Simira","CHC Mabontor","9999","2015-49","o","1",""
"Other disease","Kafe Simira","CHC Mabontor","9999","2015-49","u","",""
"Other disease","Tane","MCHP Makrugbeh","9999","2015-49","o","1",""
"Other disease","Tane","MCHP Makrugbeh","9999","2015-49","u","",""
"Other disease","Kunike Barina","CHC Makali","9999","2015-49","o","",""
"Other disease","Kunike Barina","CHC Makali","9999","2015-49","u","30",""
"Other disease","Kunike ","CHC Masingbi","9999","2015-49","o","",""
"Other disease","Kunike ","CHC Masingbi","9999","2015-49","u","21",""
"Other disease","Kunike ","MCHP Maconteh Thama","9999","2015-49","o","5",""
"Other disease","Kunike ","MCHP Maconteh Thama","9999","2015-49","u","10",""
"Other disease","Gbonkolenken","Lion Heart Hospital","9999","2015-49","o","5",""
"Other disease","Gbonkolenken","Lion Heart Hospital","9999","2015-49","u","10",""
"Other disease","Gbonkolenken","CHC Yele","9999","2015-49","o","13",""
"Other disease","Gbonkolenken","CHC Yele","9999","2015-49","u","3",""
"Other disease","Gbonkolenken","CHP Makonkorie","9999","2015-49","o","16",""
"Other disease","Gbonkolenken","CHP Makonkorie","9999","2015-49","u","14",""
"Other disease","Gbonkolenken","MCHP Mafay","9999","2015-49","o","6",""
"Other disease","Gbonkolenken","MCHP Mafay","9999","2015-49","u","9",""
"Other disease","Gbonkolenken","MCHP Warrima","9999","2015-49","o","2",""
"Other disease","Gbonkolenken","MCHP Warrima","9999","2015-49","u","10",""
"Other disease","Gbonkolenken","CHC Manowo","9999","2015-49","o","5",""
"Other disease","Gbonkolenken","CHC Manowo","9999","2015-49","u","5",""
"Other disease","Kholifa Mabang","MCHP Mamansokafla","9999","2015-49","o","6",""
"Other disease","Kholifa Mabang","MCHP Mamansokafla","9999","2015-49","u","9",""
"Other disease","Malal Mara","MCHP Kiampkakolo","9999","2015-49","o","6",""
"Other disease","Malal Mara","MCHP Kiampkakolo","9999","2015-49","u","7",""
"Diarrhoea Severe dehydratation ","Kholifa Rowalla","MCHP Mayossoh","9999","2015-50","o","",""
"Diarrhoea Severe dehydratation ","Kholifa Rowalla","MCHP Mayossoh","9999","2015-50","u","2",""
"Diarrhoea Severe dehydratation ","Kholifa Rowalla","CHP Mabom","9999","2015-50","o","3",""
"Diarrhoea Severe dehydratation ","Kholifa Rowalla","CHP Mabom","9999","2015-50","u","8",""
"Diarrhoea Severe dehydratation ","Kholifa Rowalla","MCHP Mamuntha","9999","2015-50","o","6",""
"Diarrhoea Severe dehydratation ","Kholifa Rowalla","MCHP Mamuntha","9999","2015-50","u","9",""
"Diarrhoea Severe dehydratation ","Kafe Simira","MCHP Mayassoh","9999","2015-50","o","8",""
"Diarrhoea Severe dehydratation ","Kafe Simira","MCHP Mayassoh","9999","2015-50","u","10",""
"Diarrhoea Severe dehydratation ","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-50","o","2",""
"Diarrhoea Severe dehydratation ","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-50","u","2",""
"Diarrhoea Severe dehydratation ","Tane","MCHP Mathonkara","9999","2015-50","o","",""
"Diarrhoea Severe dehydratation ","Tane","MCHP Mathonkara","9999","2015-50","u","4",""
"Diarrhoea Severe dehydratation ","Tane","MCHP Makrugbeh","9999","2015-50","o","3",""
"Diarrhoea Severe dehydratation ","Tane","MCHP Makrugbeh","9999","2015-50","u","8",""
"Diarrhoea Severe dehydratation ","Tane","MCHP Rosengbeh","9999","2015-50","o","3",""
"Diarrhoea Severe dehydratation ","Tane","MCHP Rosengbeh","9999","2015-50","u","1",""
"Diarrhoea Severe dehydratation ","Tane","MCHP Mangaybana","9999","2015-50","o","",""
"Diarrhoea Severe dehydratation ","Tane","MCHP Mangaybana","9999","2015-50","u","4",""
"Diarrhoea Severe dehydratation ","Tane","MCHP Masankoro","9999","2015-50","o","1",""
"Diarrhoea Severe dehydratation ","Tane","MCHP Masankoro","9999","2015-50","u","",""
"Diarrhoea Severe dehydratation ","Kunike Barina","MCHP Makoni Line","9999","2015-50","o","",""
"Diarrhoea Severe dehydratation ","Kunike Barina","MCHP Makoni Line","9999","2015-50","u","2",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","Lion Heart Hospital","9999","2015-50","o","1",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","Lion Heart Hospital","9999","2015-50","u","",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","CHC Yele","9999","2015-50","o","",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","CHC Yele","9999","2015-50","u","1",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","MCHP Yeben","9999","2015-50","o","",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","MCHP Yeben","9999","2015-50","u","3",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","MCHP Mafay","9999","2015-50","o","5",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","MCHP Mafay","9999","2015-50","u","18",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","MCHP Warrima","9999","2015-50","o","2",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","MCHP Warrima","9999","2015-50","u","3",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","CHC Manowo","9999","2015-50","o","",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","CHC Manowo","9999","2015-50","u","6",""
"Diarrhoea Severe dehydratation ","Kholifa Mabang","MCHP Mamansokafla","9999","2015-50","o","1",""
"Diarrhoea Severe dehydratation ","Kholifa Mabang","MCHP Mamansokafla","9999","2015-50","u","6",""
"Diarrhoea Severe dehydratation ","Malal Mara","MCHP Kiampkakolo","9999","2015-50","o","",""
"Diarrhoea Severe dehydratation ","Malal Mara","MCHP Kiampkakolo","9999","2015-50","u","6",""
"Diarrhoea Severe dehydratation ","Yoni","MCHP Makeni Rokfula","9999","2015-50","o","",""
"Diarrhoea Severe dehydratation ","Yoni","MCHP Makeni Rokfula","9999","2015-50","u","27",""
"Diarrhoea Severe dehydratation ","Yoni","CHC  Mathoir","9999","2015-50","o","1",""
"Diarrhoea Severe dehydratation ","Yoni","CHC  Mathoir","9999","2015-50","u","",""
"Diarrhoea Severe dehydratation ","Yoni","MCHP Rokimbi","9999","2015-50","o","1",""
"Diarrhoea Severe dehydratation ","Yoni","MCHP Rokimbi","9999","2015-50","u","2",""
"Diarrhoea Severe dehydratation ","Yoni","CHP Masengbeh","9999","2015-50","o","1",""
"Diarrhoea Severe dehydratation ","Yoni","CHP Masengbeh","9999","2015-50","u","6",""
"Dysentery (Bloody Diarrhea)","Yoni","CHP Masengbeh","9999","2015-50","o","3",""
"Dysentery (Bloody Diarrhea)","Yoni","CHP Masengbeh","9999","2015-50","u","",""
"Severe Malnutrition","Kholifa Rowalla","Masanga Hosp","9999","2015-50","o","",""
"Severe Malnutrition","Kholifa Rowalla","Masanga Hosp","9999","2015-50","u","2",""
"Severe Malnutrition","Kholifa Rowalla","MCHP Mabai","9999","2015-50","o","",""
"Severe Malnutrition","Kholifa Rowalla","MCHP Mabai","9999","2015-50","u","2",""
"Severe Malnutrition","Kholifa Rowalla","MCHP UFC Masanga","9999","2015-50","o","",""
"Severe Malnutrition","Kholifa Rowalla","MCHP UFC Masanga","9999","2015-50","u","9",""
"Severe Malnutrition","Tane","CHC Matotoka","9999","2015-50","o","",""
"Severe Malnutrition","Tane","CHC Matotoka","9999","2015-50","u","1",""
"Severe Malnutrition","Tane","MCHP Mathufullie","9999","2015-50","o","",""
"Severe Malnutrition","Tane","MCHP Mathufullie","9999","2015-50","u","2",""
"Severe Malnutrition","Kunike ","CHC Masingbi","9999","2015-50","o","",""
"Severe Malnutrition","Kunike ","CHC Masingbi","9999","2015-50","u","1",""
"Severe Malnutrition","Gbonkolenken","Lion Heart Hospital","9999","2015-50","o","",""
"Severe Malnutrition","Gbonkolenken","Lion Heart Hospital","9999","2015-50","u","2",""
"Severe Malnutrition","Gbonkolenken","CHC Yele","9999","2015-50","o","",""
"Severe Malnutrition","Gbonkolenken","CHC Yele","9999","2015-50","u","2",""
"Severe Malnutrition","Gbonkolenken","MCHP Warrima","9999","2015-50","o","",""
"Severe Malnutrition","Gbonkolenken","MCHP Warrima","9999","2015-50","u","3",""
"Severe Malnutrition","Malal Mara","CHC  Mara.","9999","2015-50","o","",""
"Severe Malnutrition","Malal Mara","CHC  Mara.","9999","2015-50","u","1",""
"Severe Malnutrition","Yoni","MCHP Magboki Rd. 91","9999","2015-50","o","",""
"Severe Malnutrition","Yoni","MCHP Magboki Rd. 91","9999","2015-50","u","1",""
"Sever Pneumonia","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-50","o","",""
"Sever Pneumonia","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-50","u","51",""
"Sever Pneumonia","Kholifa Rowalla","CHP Mabom","9999","2015-50","o","4",""
"Sever Pneumonia","Kholifa Rowalla","CHP Mabom","9999","2015-50","u","12",""
"Sever Pneumonia","Kholifa Rowalla","MCHP Magbass","9999","2015-50","o","1",""
"Sever Pneumonia","Kholifa Rowalla","MCHP Magbass","9999","2015-50","u","9",""
"Sever Pneumonia","Kholifa Rowalla","MCHP Mamuntha","9999","2015-50","o","6",""
"Sever Pneumonia","Kholifa Rowalla","MCHP Mamuntha","9999","2015-50","u","25",""
"Sever Pneumonia","Kafe Simira","MCHP Mayassoh","9999","2015-50","o","8",""
"Sever Pneumonia","Kafe Simira","MCHP Mayassoh","9999","2015-50","u","13",""
"Sever Pneumonia","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-50","o","6",""
"Sever Pneumonia","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-50","u","10",""
"Sever Pneumonia","Tane","CHC Matotoka","9999","2015-50","o","",""
"Sever Pneumonia","Tane","CHC Matotoka","9999","2015-50","u","1",""
"Sever Pneumonia","Tane","MCHP Makrugbeh","9999","2015-50","o","5",""
"Sever Pneumonia","Tane","MCHP Makrugbeh","9999","2015-50","u","11",""
"Sever Pneumonia","Tane","MCHP Mathufullie","9999","2015-50","o","9",""
"Sever Pneumonia","Tane","MCHP Mathufullie","9999","2015-50","u","25",""
"Sever Pneumonia","Tane","MCHP Rosengbeh","9999","2015-50","o","1",""
"Sever Pneumonia","Tane","MCHP Rosengbeh","9999","2015-50","u","14",""
"Sever Pneumonia","Tane","MCHP Mangaybana","9999","2015-50","o","",""
"Sever Pneumonia","Tane","MCHP Mangaybana","9999","2015-50","u","4",""
"Sever Pneumonia","Tane","MCHP Masankoro","9999","2015-50","o","1",""
"Sever Pneumonia","Tane","MCHP Masankoro","9999","2015-50","u","1",""
"Sever Pneumonia","Kunike Barina","MCHP Makoni Line","9999","2015-50","o","",""
"Sever Pneumonia","Kunike Barina","MCHP Makoni Line","9999","2015-50","u","16",""
"Sever Pneumonia","Kunike Barina","MCHP Mapamuri","9999","2015-50","o","",""
"Sever Pneumonia","Kunike Barina","MCHP Mapamuri","9999","2015-50","u","4",""
"Sever Pneumonia","Kunike ","MCHP Maconteh Thama","9999","2015-50","o","6",""
"Sever Pneumonia","Kunike ","MCHP Maconteh Thama","9999","2015-50","u","5",""
"Sever Pneumonia","Gbonkolenken","Lion Heart Hospital","9999","2015-50","o","11",""
"Sever Pneumonia","Gbonkolenken","Lion Heart Hospital","9999","2015-50","u","17",""
"Sever Pneumonia","Gbonkolenken","CHC Mayepoh","9999","2015-50","o","20",""
"Sever Pneumonia","Gbonkolenken","CHC Mayepoh","9999","2015-50","u","20",""
"Sever Pneumonia","Gbonkolenken","CHP Makonkorie","9999","2015-50","o","4",""
"Sever Pneumonia","Gbonkolenken","CHP Makonkorie","9999","2015-50","u","11",""
"Sever Pneumonia","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-50","o","2",""
"Sever Pneumonia","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-50","u","11",""
"Sever Pneumonia","Gbonkolenken","MCHP Mafay","9999","2015-50","o","6",""
"Sever Pneumonia","Gbonkolenken","MCHP Mafay","9999","2015-50","u","19",""
"Sever Pneumonia","Gbonkolenken","MCHP Warrima","9999","2015-50","o","2",""
"Sever Pneumonia","Gbonkolenken","MCHP Warrima","9999","2015-50","u","8",""
"Sever Pneumonia","Gbonkolenken","CHC Manowo","9999","2015-50","o","2",""
"Sever Pneumonia","Gbonkolenken","CHC Manowo","9999","2015-50","u","9",""
"Sever Pneumonia","Kholifa Mabang","MCHP Mamansokafla","9999","2015-50","o","4",""
"Sever Pneumonia","Kholifa Mabang","MCHP Mamansokafla","9999","2015-50","u","12",""
"Sever Pneumonia","Malal Mara","MCHP Kiampkakolo","9999","2015-50","o","6",""
"Sever Pneumonia","Malal Mara","MCHP Kiampkakolo","9999","2015-50","u","14",""
"Sever Pneumonia","Yoni","MCHP Magboki Rd. 91","9999","2015-50","o","",""
"Sever Pneumonia","Yoni","MCHP Magboki Rd. 91","9999","2015-50","u","2",""
"Sever Pneumonia","Yoni","MCHP Makeni Rokfula","9999","2015-50","o","10",""
"Sever Pneumonia","Yoni","MCHP Makeni Rokfula","9999","2015-50","u","15",""
"Sever Pneumonia","Yoni","MCHP Rokimbi","9999","2015-50","o","5",""
"Sever Pneumonia","Yoni","MCHP Rokimbi","9999","2015-50","u","24",""
"Sever Pneumonia","Yoni","CHP Masengbeh","9999","2015-50","o","",""
"Sever Pneumonia","Yoni","CHP Masengbeh","9999","2015-50","u","5",""
"Typhoid Fever","Kholifa Rowalla","Magburaka Govt. Hosp","9999","2015-50","o","7",""
"Typhoid Fever","Kholifa Rowalla","Magburaka Govt. Hosp","9999","2015-50","u","",""
"Typhoid Fever","Tane","CHC Matotoka","9999","2015-50","o","",""
"Typhoid Fever","Tane","CHC Matotoka","9999","2015-50","u","1",""
"Typhoid Fever","Kunike Barina","CHC Makali","9999","2015-50","o","4",""
"Typhoid Fever","Kunike Barina","CHC Makali","9999","2015-50","u","",""
"Typhoid Fever","Gbonkolenken","Lion Heart Hospital","9999","2015-50","o","6",""
"Typhoid Fever","Gbonkolenken","Lion Heart Hospital","9999","2015-50","u","17",""
" Malaria cases","Kholifa Rowalla","Magburaka Govt. Hosp","9999","2015-50","o","14",""
" Malaria cases","Kholifa Rowalla","Magburaka Govt. Hosp","9999","2015-50","u","15",""
" Malaria cases","Kholifa Rowalla","Masanga Hosp","9999","2015-50","o","3",""
" Malaria cases","Kholifa Rowalla","Masanga Hosp","9999","2015-50","u","12",""
" Malaria cases","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-50","o","",""
" Malaria cases","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-50","u","79",""
" Malaria cases","Kholifa Rowalla","MCHP Mabai","9999","2015-50","o","23",""
" Malaria cases","Kholifa Rowalla","MCHP Mabai","9999","2015-50","u","12",""
" Malaria cases","Kholifa Rowalla","MCHP UFC Masanga","9999","2015-50","o","14",""
" Malaria cases","Kholifa Rowalla","MCHP UFC Masanga","9999","2015-50","u","12",""
" Malaria cases","Kholifa Rowalla","MCHP Mayossoh","9999","2015-50","o","13",""
" Malaria cases","Kholifa Rowalla","MCHP Mayossoh","9999","2015-50","u","19",""
" Malaria cases","Kholifa Rowalla","MCHP Malone","9999","2015-50","o","13",""
" Malaria cases","Kholifa Rowalla","MCHP Malone","9999","2015-50","u","34",""
" Malaria cases","Kholifa Rowalla","CHP Mabom","9999","2015-50","o","8",""
" Malaria cases","Kholifa Rowalla","CHP Mabom","9999","2015-50","u","10",""
" Malaria cases","Kholifa Rowalla","MCHP Magbass","9999","2015-50","o","7",""
" Malaria cases","Kholifa Rowalla","MCHP Magbass","9999","2015-50","u","13",""
" Malaria cases","Kholifa Rowalla","MCHP Mamuntha","9999","2015-50","o","84",""
" Malaria cases","Kholifa Rowalla","MCHP Mamuntha","9999","2015-50","u","100",""
" Malaria cases","Kafe Simira","CHC Mabontor","9999","2015-50","o","10",""
" Malaria cases","Kafe Simira","CHC Mabontor","9999","2015-50","u","16",""
" Malaria cases","Kafe Simira","MCHP Mayassoh","9999","2015-50","o","11",""
" Malaria cases","Kafe Simira","MCHP Mayassoh","9999","2015-50","u","15",""
" Malaria cases","Kalansogoia","MCHP Kathombo","9999","2015-50","o","",""
" Malaria cases","Kalansogoia","MCHP Kathombo","9999","2015-50","u","16",""
" Malaria cases","Kalansogoia","MCHP Kemedugu","9999","2015-50","o","5",""
" Malaria cases","Kalansogoia","MCHP Kemedugu","9999","2015-50","u","32",""
" Malaria cases","Kalansogoia","MCHP Kamasaypana","9999","2015-50","o","50",""
" Malaria cases","Kalansogoia","MCHP Kamasaypana","9999","2015-50","u","40",""
" Malaria cases","Sambaya Bendugu","CHC Bendugu","9999","2015-50","o","9",""
" Malaria cases","Sambaya Bendugu","CHC Bendugu","9999","2015-50","u","16",""
" Malaria cases","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-50","o","18",""
" Malaria cases","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-50","u","25",""
" Malaria cases","Tane","CHC Matotoka","9999","2015-50","o","3",""
" Malaria cases","Tane","CHC Matotoka","9999","2015-50","u","20",""
" Malaria cases","Tane","MCHP Mathonkara","9999","2015-50","o","11",""
" Malaria cases","Tane","MCHP Mathonkara","9999","2015-50","u","25",""
" Malaria cases","Tane","MCHP Makrugbeh","9999","2015-50","o","18",""
" Malaria cases","Tane","MCHP Makrugbeh","9999","2015-50","u","25",""
" Malaria cases","Tane","MCHP Mathufullie","9999","2015-50","o","7",""
" Malaria cases","Tane","MCHP Mathufullie","9999","2015-50","u","20",""
" Malaria cases","Tane","MCHP Rosengbeh","9999","2015-50","o","5",""
" Malaria cases","Tane","MCHP Rosengbeh","9999","2015-50","u","11",""
" Malaria cases","Tane","MCHP Mangaybana","9999","2015-50","o","3",""
" Malaria cases","Tane","MCHP Mangaybana","9999","2015-50","u","",""
" Malaria cases","Tane","MCHP Masankoro","9999","2015-50","o","3",""
" Malaria cases","Tane","MCHP Masankoro","9999","2015-50","u","5",""
" Malaria cases","Kunike Barina","CHC Makali","9999","2015-50","o","10",""
" Malaria cases","Kunike Barina","CHC Makali","9999","2015-50","u","28",""
" Malaria cases","Kunike Barina","MCHP Wonkibor","9999","2015-50","o","5",""
" Malaria cases","Kunike Barina","MCHP Wonkibor","9999","2015-50","u","15",""
" Malaria cases","Kunike Barina","MCHP Makoni Line","9999","2015-50","o","",""
" Malaria cases","Kunike Barina","MCHP Makoni Line","9999","2015-50","u","8",""
" Malaria cases","Kunike Barina","MCHP Mapamuri","9999","2015-50","o","12",""
" Malaria cases","Kunike Barina","MCHP Mapamuri","9999","2015-50","u","20",""
" Malaria cases","Kunike ","CHC Masingbi","9999","2015-50","o","2",""
" Malaria cases","Kunike ","CHC Masingbi","9999","2015-50","u","21",""
" Malaria cases","Kunike ","MCHP Mafulka","9999","2015-50","o","18",""
" Malaria cases","Kunike ","MCHP Mafulka","9999","2015-50","u","22",""
" Malaria cases","Kunike ","MCHP Petifuline","9999","2015-50","o","4",""
" Malaria cases","Kunike ","MCHP Petifuline","9999","2015-50","u","9",""
" Malaria cases","Kunike ","MCHP Masiaka","9999","2015-50","o","10",""
" Malaria cases","Kunike ","MCHP Masiaka","9999","2015-50","u","22",""
" Malaria cases","Kunike ","MCHP Matholley ","9999","2015-50","o","15",""
" Malaria cases","Kunike ","MCHP Matholley ","9999","2015-50","u","20",""
" Malaria cases","Kunike ","MCHP Fothaneh Bana","9999","2015-50","o","17",""
" Malaria cases","Kunike ","MCHP Fothaneh Bana","9999","2015-50","u","24",""
" Malaria cases","Kunike ","MCHP Magbanto Bana","9999","2015-50","o","10",""
" Malaria cases","Kunike ","MCHP Magbanto Bana","9999","2015-50","u","39",""
" Malaria cases","Kunike ","MCHP Maconteh Thama","9999","2015-50","o","6",""
" Malaria cases","Kunike ","MCHP Maconteh Thama","9999","2015-50","u","18",""
" Malaria cases","Gbonkolenken","Lion Heart Hospital","9999","2015-50","o","35",""
" Malaria cases","Gbonkolenken","Lion Heart Hospital","9999","2015-50","u","5",""
" Malaria cases","Gbonkolenken","CHC Yele","9999","2015-50","o","14",""
" Malaria cases","Gbonkolenken","CHC Yele","9999","2015-50","u","32",""
" Malaria cases","Gbonkolenken","CHC Mayepoh","9999","2015-50","o","20",""
" Malaria cases","Gbonkolenken","CHC Mayepoh","9999","2015-50","u","20",""
" Malaria cases","Gbonkolenken","CHP Makonkorie","9999","2015-50","o","8",""
" Malaria cases","Gbonkolenken","CHP Makonkorie","9999","2015-50","u","12",""
" Malaria cases","Gbonkolenken","MCHP Yeben","9999","2015-50","o","12",""
" Malaria cases","Gbonkolenken","MCHP Yeben","9999","2015-50","u","51",""
" Malaria cases","Gbonkolenken","MCHP Maraka","9999","2015-50","o","31",""
" Malaria cases","Gbonkolenken","MCHP Maraka","9999","2015-50","u","53",""
" Malaria cases","Gbonkolenken","MCHP Mathamp","9999","2015-50","o","10",""
" Malaria cases","Gbonkolenken","MCHP Mathamp","9999","2015-50","u","41",""
" Malaria cases","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-50","o","2",""
" Malaria cases","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-50","u","12",""
" Malaria cases","Gbonkolenken","MCHP Mansumana","9999","2015-50","o","14",""
" Malaria cases","Gbonkolenken","MCHP Mansumana","9999","2015-50","u","28",""
" Malaria cases","Gbonkolenken","MCHP Mabarr Polie","9999","2015-50","o","17",""
" Malaria cases","Gbonkolenken","MCHP Mabarr Polie","9999","2015-50","u","33",""
" Malaria cases","Gbonkolenken","MCHP Mafay","9999","2015-50","o","19",""
" Malaria cases","Gbonkolenken","MCHP Mafay","9999","2015-50","u","18",""
" Malaria cases","Gbonkolenken","MCHP Warrima","9999","2015-50","o","18",""
" Malaria cases","Gbonkolenken","MCHP Warrima","9999","2015-50","u","25",""
" Malaria cases","Gbonkolenken","CHC Manowo","9999","2015-50","o","9",""
" Malaria cases","Gbonkolenken","CHC Manowo","9999","2015-50","u","38",""
" Malaria cases","Kholifa Mabang","MCHP Mamansokafla","9999","2015-50","o","6",""
" Malaria cases","Kholifa Mabang","MCHP Mamansokafla","9999","2015-50","u","41",""
" Malaria cases","Malal Mara","CHC  Mara.","9999","2015-50","o","30",""
" Malaria cases","Malal Mara","CHC  Mara.","9999","2015-50","u","28",""
" Malaria cases","Malal Mara","MCHP Manewa","9999","2015-50","o","29",""
" Malaria cases","Malal Mara","MCHP Manewa","9999","2015-50","u","20",""
" Malaria cases","Malal Mara","MCHP Rochen malal","9999","2015-50","o","13",""
" Malaria cases","Malal Mara","MCHP Rochen malal","9999","2015-50","u","54",""
" Malaria cases","Malal Mara","MCHP Kiampkakolo","9999","2015-50","o","10",""
" Malaria cases","Malal Mara","MCHP Kiampkakolo","9999","2015-50","u","36",""
" Malaria cases","Yoni","CHC Hinistas Mile 91","9999","2015-50","o","7",""
" Malaria cases","Yoni","CHC Hinistas Mile 91","9999","2015-50","u","53",""
" Malaria cases","Yoni","MCHP Magboki Rd. 91","9999","2015-50","o","28",""
" Malaria cases","Yoni","MCHP Magboki Rd. 91","9999","2015-50","u","21",""
" Malaria cases","Yoni","MCHP Makeni Rokfula","9999","2015-50","o","15",""
" Malaria cases","Yoni","MCHP Makeni Rokfula","9999","2015-50","u","25",""
